source,condition,reference_group,seed,R,n0,n1,n2,mm_dim,height,code_version,epsilon,label,status,heldout,truth,instrument_margin,achieved_density,mm_distance,abundance_distance,height_distance,p,null_gap,layer_count,moves,beta,sample,acceptance,S
P1,epsilon=0.45,p1_scene,305.0,612343.0,4085.0,6325.0,7700.0,1.8414401862940846,108.0,ba90aa8,0.45,,ok,0.042,0.2190126050420168,-0.4600840336134454,0.5632760254252099,0.5882668424662489,31.668082672409902,3.5919051014832055,,,,,,,,
P1,epsilon=0.6,p1_scene,305.0,613811.0,3501.0,5682.0,7417.0,1.838186366408829,105.0,ba90aa8,0.6,,ok,0.162,0.37714104461831255,-2.2399999999999998,0.5646263947530609,0.47111510544956,37.45113167691532,4.9230591046892735,,,,,,,,
P1,epsilon=0.75,p1_scene,305.0,610797.0,3423.0,5596.0,7303.0,1.8448738725475322,100.0,ba90aa8,0.75,,ok,0.276,0.4792768027067033,-4.5200000000000005,0.5618539062284406,0.7118945548619259,38.19255266741133,7.227690437781865,,,,,,,,
P1,epsilon=0.9,p1_scene,305.0,620986.0,3601.0,5733.0,7326.0,1.822374784941438,100.0,ba90aa8,0.9,0.0,ok,0.259,0.4887202192705039,-4.18,0.5712264628234494,0.09817093348562968,35.872582623698435,7.227690437781865,,,,,,,,
P1,epsilon=1,p1_scene,305.0,609540.0,3715.0,5718.0,7148.0,1.8476709898696297,98.0,ba90aa8,1.0,0.0,ok,0.256,0.47591948572030773,-4.12,0.5606976294947154,0.8126030035403784,33.973033914626754,8.181654022359139,,,,,,,,
P1,epsilon=0,p1_scene,306.0,616363.0,7254.0,6300.0,5973.0,1.8325451294722814,115.0,ba90aa8,0.0,1.0,ok,0.029,0.0878577441077441,0.4142817059483726,0.5669739032848562,0.2680059201397152,0.5251993848620723,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,306.0,622830.0,6132.0,7068.0,6914.0,1.8183354743858793,112.0,ba90aa8,0.15,1.0,ok,0.028,0.12110690235690236,0.19262065095398426,0.5729227033142921,0.24360376769930775,13.788016913528097,1.8729230545506004,,,,,,,,
P1,epsilon=0.3,p1_scene,306.0,615672.0,5125.0,7066.0,7654.0,1.8340706897128571,111.0,ba90aa8,0.3,,ok,0.025,0.16077441077441076,-0.07182940516273847,0.5663382730358474,0.32293275641510444,23.7627229467951,2.2968955283505696,,,,,,,,
P1,epsilon=0.45,p1_scene,306.0,607364.0,4141.0,6232.0,7511.0,1.8525244066967823,110.0,ba90aa8,0.45,,ok,0.049,0.2342113614725484,-0.561409076483656,0.5586959921259118,0.9873472216648796,30.29989378569275,2.7246704966115702,,,,,,,,
P1,epsilon=0.6,p1_scene,306.0,613405.0,3492.0,5588.0,7350.0,1.839085620949982,106.0,ba90aa8,0.6,,ok,0.051,0.311964897260274,-1.07976598173516,0.5642529274866389,0.5034921992136009,37.483049575308065,4.475200516085576,,,,,,,,
P1,epsilon=0.75,p1_scene,306.0,610642.0,3386.0,5459.0,7118.0,1.845218525956673,103.0,ba90aa8,0.75,,invalid: epsilon=0.75: only 29 eligible targets,,,-5.0,0.5617113263607179,0.7243035839334241,38.375442984947526,5.831593036106201,,,,,,,,
P1,epsilon=0.9,p1_scene,306.0,621977.0,3566.0,5618.0,7212.0,1.8202027595386614,101.0,ba90aa8,0.9,0.0,ok,0.276,0.5341077085533263,-4.5200000000000005,0.5721380541067601,0.17637334104134544,36.10003759902662,6.757769501198368,,,,,,,,
P1,epsilon=1,p1_scene,306.0,635004.0,3681.0,5634.0,7176.0,1.791911698057831,99.0,ba90aa8,1.0,0.0,ok,0.281,0.5003156565656566,-4.62,0.5841212020862654,1.1949752032845107,34.58266573990785,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,307.0,630398.0,7417.0,6289.0,6011.0,1.8018598471792133,114.0,ba90aa8,0.0,1.0,ok,0.014,0.10703363914373089,0.28644240570846075,0.579884280339616,0.8367983555271751,0.8315508074067709,1.0361193235062867,,,,,,,,
P1,epsilon=0.15,p1_scene,307.0,636358.0,6331.0,7126.0,6995.0,1.7889985152263863,111.0,ba90aa8,0.15,1.0,ok,0.023,0.09859749024570284,0.34268339836198103,0.5853667062210816,1.2998625175754543,13.725066193046974,2.2968955283505696,,,,,,,,
P1,epsilon=0.3,p1_scene,307.0,626142.0,5199.0,7132.0,7734.0,1.811105106648144,110.0,ba90aa8,0.3,,ok,0.023,0.1193223928004235,0.20451738133050995,0.5759693131329856,0.5039286073081113,23.906132610694954,2.7246704966115702,,,,,,,,
P1,epsilon=0.45,p1_scene,307.0,621266.0,4166.0,6465.0,7807.0,1.821760805703228,109.0,ba90aa8,0.45,,ok,0.024,0.15627316040232928,-0.04182106934886187,0.5714840264554645,0.12027686951928314,31.404911851982707,3.156316784159377,,,,,,,,
P1,epsilon=0.6,p1_scene,307.0,617364.0,3537.0,5784.0,7514.0,1.8303376649544578,107.0,ba90aa8,0.6,,ok,0.088,0.2769605249232723,-0.8464034994884819,0.5678946932693104,0.18852754955208628,37.214979498999405,4.031508114255433,,,,,,,,
P1,epsilon=0.75,p1_scene,307.0,649987.0,3602.0,5923.0,7729.0,1.7599528738136803,103.0,ba90aa8,0.75,,ok,0.245,0.43568025410269984,-3.9,0.5979036160094194,2.3456325553337223,37.095371327166404,5.831593036106201,,,,,,,,
P1,epsilon=0.9,p1_scene,307.0,643065.0,3737.0,6009.0,7612.0,1.7746422383261722,99.0,ba90aa8,0.9,0.0,ok,0.257,0.5033428844317096,-4.14,0.591536275077959,1.8167512315371113,35.051449178289836,7.702287281358703,,,,,,,,
P1,epsilon=1,p1_scene,307.0,635002.0,3815.0,5943.0,7492.0,1.7919160048849347,98.0,ba90aa8,1.0,0.0,ok,0.233,0.49728116003838363,-3.6599999999999997,0.5841193623460368,1.1948201386853508,33.771651877708095,8.181654022359139,,,,,,,,
P1,epsilon=0,p1_scene,308.0,621745.0,7210.0,6201.0,6015.0,1.820710990403977,115.0,ba90aa8,0.0,1.0,ok,0.014,0.10018963337547408,0.33206911083017276,0.5719246442402333,0.1580748086158015,0.809806247833003,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,308.0,641655.0,5937.0,6923.0,7084.0,1.7776501730616983,112.0,ba90aa8,0.15,1.0,ok,0.013,0.1400126422250316,0.06658238516645598,0.5902392582167398,1.7084524345764955,15.366359816399848,1.8729230545506004,,,,,,,,
P1,epsilon=0.3,p1_scene,308.0,626731.0,4939.0,6946.0,7765.0,1.8098225621066324,109.0,ba90aa8,0.3,,ok,0.022,0.1592565212799662,-0.06171014186644138,0.5765111166303318,0.5501058162926092,25.40212491316163,3.156316784159377,,,,,,,,
P1,epsilon=0.45,p1_scene,308.0,635630.0,4007.0,6179.0,7590.0,1.7905642052975423,105.0,ba90aa8,0.45,,ok,0.035,0.20527207283506246,-0.3684804855670831,0.5846970407778421,1.2434908320077076,31.992480407831046,4.9230591046892735,,,,,,,,
P1,epsilon=0.6,p1_scene,308.0,604564.0,3453.0,5500.0,7059.0,1.8587908627161696,105.0,ba90aa8,0.6,,ok,0.049,0.2443024494142705,-0.6286829960951368,0.5561203558057602,1.2129670265399197,37.27959990757036,4.9230591046892735,,,,,,,,
P1,epsilon=0.75,p1_scene,308.0,628216.0,3497.0,5659.0,7356.0,1.8065933659469469,104.0,ba90aa8,0.75,,ok,0.22,0.4832910321489002,-3.3999999999999995,0.5778771237501265,0.666370991568302,37.33539254359117,5.375162861668101,,,,,,,,
P1,epsilon=0.9,p1_scene,308.0,633020.0,3514.0,5549.0,7112.0,1.79618952934206,99.0,ba90aa8,0.9,0.0,ok,0.288,0.510085542295913,-4.76,0.5822961797794152,1.0409545803598343,36.565336784522664,7.702287281358703,,,,,,,,
P1,epsilon=1,p1_scene,308.0,616011.0,3621.0,5578.0,6898.0,1.833322083569544,99.0,ba90aa8,1.0,0.0,ok,0.211,0.5199449793672627,-3.2199999999999993,0.5666501090046085,0.2959796633972958,34.62322421078784,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,309.0,620436.0,7223.0,6279.0,5917.0,1.8235814792565401,115.0,ba90aa8,0.0,1.0,ok,0.015,0.0969232384752704,0.35384507683153066,0.5707205342605625,0.05472466416292848,1.1286749956487958,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,309.0,622280.0,6087.0,7033.0,6870.0,1.8195392272760142,112.0,ba90aa8,0.15,1.0,ok,0.024,0.1486926388743043,0.00871574083797122,0.5724167747514051,0.20026340253121802,13.602795714193793,1.8729230545506004,,,,,,,,
P1,epsilon=0.3,p1_scene,309.0,621139.0,5051.0,7105.0,7576.0,1.822039260917152,107.0,ba90aa8,0.3,,ok,0.024,0.14197206762574818,0.053519549161678746,0.5713672029509433,0.1102512648014607,23.88692195402025,4.031508114255433,,,,,,,,
P1,epsilon=0.45,p1_scene,309.0,613202.0,4062.0,6254.0,7418.0,1.8395354326495599,106.0,ba90aa8,0.45,,ok,0.033,0.22839441352514964,-0.5226294235009976,0.5640661938534279,0.5196873863457375,30.716558927340568,4.475200516085576,,,,,,,,
P1,epsilon=0.6,p1_scene,309.0,610728.0,3458.0,5581.0,7334.0,1.8450272899658735,105.0,ba90aa8,0.6,,ok,0.088,0.3167069200882075,-1.1113794672547168,0.561790435190551,0.7174182524484893,37.86786818443818,4.9230591046892735,,,,,,,,
P1,epsilon=0.75,p1_scene,309.0,613138.0,3361.0,5438.0,7182.0,1.8396772707172504,101.0,ba90aa8,0.75,,ok,0.161,0.4345269347894571,-2.2199999999999998,0.5640073221661102,0.5247941767001552,38.9139823268221,6.757769501198368,,,,,,,,
P1,epsilon=0.9,p1_scene,309.0,639910.0,3726.0,6045.0,7733.0,1.7813802169652284,98.0,ba90aa8,0.9,0.0,ok,0.214,0.48272603171269557,-3.2799999999999994,0.5886340848672168,1.5741545515168935,35.624871186052296,8.181654022359139,,,,,,,,
P1,epsilon=1,p1_scene,309.0,628388.0,3756.0,5988.0,7465.0,1.806219749202794,99.0,ba90aa8,1.0,0.0,ok,0.328,0.4765305050929329,-5.5600000000000005,0.578035341409793,0.6798228272874091,34.30088637145931,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,310.0,640967.0,7266.0,6313.0,5994.0,1.7791198275550761,116.0,ba90aa8,0.0,1.0,ok,0.007,0.09027704624460128,0.3981530250359914,0.5896063875780739,1.655538449541926,0.4022155118627732,0.21374396412070126,,,,,,,,
P1,epsilon=0.15,p1_scene,310.0,643823.0,6116.0,7067.0,6955.0,1.7730274231033771,115.0,ba90aa8,0.15,1.0,ok,0.013,0.11303065416622775,0.24646230555848164,0.5922335366246286,1.8748916372702853,14.117457434302631,0.6231592611718708,,,,,,,,
P1,epsilon=0.3,p1_scene,310.0,653398.0,5096.0,7122.0,7915.0,1.7527608885638433,111.0,ba90aa8,0.3,,ok,0.031,0.18266090803750132,-0.2177393869166755,0.6010412929694328,2.604575457623661,25.56876533003291,2.2968955283505696,,,,,,,,
P1,epsilon=0.45,p1_scene,310.0,627246.0,4129.0,6419.0,7941.0,1.8087019623746134,110.0,ba90aa8,0.45,,ok,0.027,0.23480106100795756,-0.5653404067197171,0.5769848497392168,0.5904523043392705,32.3573397990084,2.7246704966115702,,,,,,,,
P1,epsilon=0.6,p1_scene,310.0,653279.0,3650.0,6089.0,8089.0,1.7530112843396815,104.0,ba90aa8,0.6,,ok,0.045,0.333262464122462,-1.2217497608164136,0.6009318284258263,2.5955601153135315,37.89650123525398,5.375162861668101,,,,,,,,
P1,epsilon=0.75,p1_scene,310.0,645301.0,3516.0,5871.0,7795.0,1.7698831853515937,103.0,ba90aa8,0.75,,ok,0.19,0.4141596683320931,-2.8000000000000003,0.5935931046536229,1.9880979385422242,38.39583790451756,5.831593036106201,,,,,,,,
P1,epsilon=0.9,p1_scene,310.0,660533.0,3708.0,5980.0,7672.0,1.7378145117274322,101.0,ba90aa8,0.9,0.0,ok,0.154,0.5269238923044308,-2.5128259486962055,0.6076045662352476,3.142710348379606,35.62548956808468,6.757769501198368,,,,,,,,
P1,epsilon=1,p1_scene,310.0,645937.0,3784.0,5957.0,7433.0,1.7685319845972138,99.0,ba90aa8,1.0,0.0,ok,0.212,0.5086516142646128,-3.2399999999999993,0.594178142046343,2.0367470712588704,33.88929050777918,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,311.0,636233.0,7316.0,6175.0,5952.0,1.7892672453533685,116.0,ba90aa8,0.0,1.0,ok,0.034,0.10821643286573146,0.2785571142284569,0.5852517224567891,1.2901870584920148,1.0946231248823315,0.21374396412070126,,,,,,,,
P1,epsilon=0.15,p1_scene,311.0,651296.0,6082.0,6946.0,6981.0,1.7571892851261026,112.0,ba90aa8,0.15,1.0,ok,0.039,0.1301550469359772,0.13229968709348525,0.5991077259890903,2.445133826629185,14.059280110909004,1.8729230545506004,,,,,,,,
P1,epsilon=0.3,p1_scene,311.0,643451.0,4990.0,7031.0,7692.0,1.7738197249039098,107.0,ba90aa8,0.3,,ok,0.021,0.1340663988158173,0.10622400789455126,0.5918913449420942,1.8463653096163,24.795546496476135,4.031508114255433,,,,,,,,
P1,epsilon=0.45,p1_scene,311.0,622303.0,4117.0,6541.0,7840.0,1.8194888709927541,106.0,ba90aa8,0.45,,ok,0.029,0.14950306618735462,0.0033128920843024843,0.5724379317640349,0.20207644881578918,32.05745728061439,4.475200516085576,,,,,,,,
P1,epsilon=0.6,p1_scene,311.0,617319.0,3483.0,5690.0,7284.0,1.8304368382302094,104.0,ba90aa8,0.6,,ok,0.178,0.27654843832715725,-2.56,0.567853299114165,0.19209822092593273,37.24412290330574,5.375162861668101,,,,,,,,
P1,epsilon=0.75,p1_scene,311.0,648757.0,3535.0,5809.0,7566.0,1.7625537875120214,102.0,ba90aa8,0.75,,invalid: epsilon=0.75: only 29 eligible targets,,,-5.0,0.5967721757687815,2.251988294638196,37.3938787353017,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,311.0,645825.0,3735.0,6046.0,7679.0,1.7687698535031955,102.0,ba90aa8,0.9,0.0,ok,0.322,0.4988720592974541,-5.44,0.594075116593537,2.0281827510135226,35.31236019053588,6.292433232205904,,,,,,,,
P1,epsilon=1,p1_scene,311.0,631846.0,3820.0,6087.0,7465.0,1.798726032257853,102.0,ba90aa8,1.0,0.0,ok,0.228,0.49199699215812653,-3.5599999999999996,0.5812162522651801,0.9496293893498493,33.529802007890204,6.292433232205904,,,,,,,,
P1,epsilon=0,p1_scene,312.0,602928.0,7328.0,6217.0,6204.0,1.862463418632514,111.0,ba90aa8,0.0,1.0,ok,0.053,0.11203450452345887,-0.059999999999999915,0.5546154482987002,1.3451950908037975,2.1387470706756098,2.2968955283505696,,,,,,,,
P1,epsilon=0.15,p1_scene,312.0,613659.0,6220.0,7053.0,7166.0,1.8385229755681016,107.0,ba90aa8,0.15,1.0,ok,0.042,0.10382916053019146,0.16,0.5644865744956812,0.48323450636760595,15.067189411657889,4.031508114255433,,,,,,,,
P1,epsilon=0.3,p1_scene,312.0,622691.0,5053.0,7015.0,7879.0,1.818639613003588,107.0,ba90aa8,0.3,,ok,0.018,0.14296233957500526,0.04691773616663157,0.5727948413683988,0.23265344819333647,25.423506091037694,4.031508114255433,,,,,,,,
P1,epsilon=0.45,p1_scene,312.0,592441.0,4141.0,6418.0,7869.0,1.8862039380081042,106.0,ba90aa8,0.45,,ok,0.051,0.1757837155480749,-0.17189143698716602,0.5449687704096181,2.199957548655776,31.909403003754832,4.475200516085576,,,,,,,,
P1,epsilon=0.6,p1_scene,312.0,587049.0,3496.0,5679.0,7449.0,1.898547140497838,103.0,ba90aa8,0.6,,ok,0.114,0.3102278749337573,-1.28,0.5400088307530977,2.6443667854957047,37.62167282348744,5.831593036106201,,,,,,,,
P1,epsilon=0.75,p1_scene,312.0,603514.0,3394.0,5432.0,7229.0,1.8611469931599895,101.0,ba90aa8,0.75,,ok,0.151,0.46086219680118634,-2.0724146453412424,0.5551544921857033,1.2977980202228194,38.63006024328969,6.757769501198368,,,,,,,,
