beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
22.0,2,bipartite,922002,35,0.014005,intermediate,644e87b,89502.0,14090.0,17016.0,14165.0,2.0051727206569687,13.0,-90.64473586855365
22.0,2,bipartite,922002,36,0.014005,intermediate,644e87b,89314.0,15152.0,17449.0,13596.0,2.0079743296717325,13.0,-91.37966432172911
22.0,2,bipartite,922002,37,0.014005,intermediate,644e87b,89405.0,14509.0,14547.0,13723.0,2.0066176031416116,14.0,-90.22168355748308
22.0,2,bipartite,922002,38,0.014005,intermediate,644e87b,89387.0,14738.0,15142.0,14772.0,2.0068858729806704,13.0,-89.99386863717667
22.0,2,bipartite,922002,39,0.014005,intermediate,644e87b,89422.0,12444.0,14325.0,13774.0,2.006364279553307,12.0,-88.44243333782836
22.0,2,bipartite,922002,40,0.014005,intermediate,644e87b,89426.0,14690.0,16897.0,12911.0,2.006304679983068,15.0,-89.95122371976193
22.0,2,bipartite,922002,41,0.014005,intermediate,644e87b,89522.0,15480.0,16602.0,13310.0,2.0048749730993887,13.0,-91.11484909690748
22.0,2,bipartite,922002,42,0.014005,intermediate,644e87b,89233.0,17456.0,18015.0,13076.0,2.0091829595151616,11.0,-92.2786972170142
22.0,2,bipartite,922002,43,0.014005,intermediate,644e87b,89246.0,15865.0,17022.0,13737.0,2.008988918728658,13.0,-92.03115423715678
22.0,2,bipartite,922002,44,0.014005,intermediate,644e87b,89288.0,14567.0,15485.0,14013.0,2.0083621827972546,15.0,-90.9611053740745
22.0,2,bipartite,922002,45,0.014005,intermediate,644e87b,89315.0,14145.0,16230.0,14365.0,2.00795941417098,12.0,-91.11717489904568
22.0,2,bipartite,922002,46,0.014005,intermediate,644e87b,89381.0,14642.0,15460.0,13072.0,2.006975306518072,13.0,-90.685347860327
22.0,2,bipartite,922002,47,0.014005,intermediate,644e87b,89061.0,11571.0,15584.0,14407.0,2.0117525462423558,14.0,-90.7003729115401
