stage,seed,epsilon,code_version,config_hash,events_digest,causal_digest,scene_seed,target_count,status,achieved_density,target_density,density_held,truth_order_error,heldout_violation,restart_order_disagreement
P1-B,312.0,0.6,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,0b9dc0810a3dc108,312.0,36.0,ok,0.5400088307530977,0.5546154482987002,1.0,0.3102278749337573,0.114,0.06942324003392705
P1-B,312.0,0.75,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,447414aa617662b1,312.0,35.0,ok,0.5551544921857033,0.5546154482987002,1.0,0.46086219680118634,0.151,0.11280526651093652
P1-B,312.0,0.9,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,43af9a9cda10ce2d,312.0,40.0,ok,0.5628473659519276,0.5546154482987002,1.0,0.5113612455291395,0.257,0.31524069791885645
P1-B,312.0,1.0,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,faf05363f151f51b,312.0,39.0,ok,0.5549079669950603,0.5546154482987002,1.0,0.48586796034591856,0.32,0.23922640319529115
P1-B,313.0,0.0,a218d9a,7c21395d162a445c,3c9074afffe7f400,7f76909aca570f1f,313.0,40.0,ok,0.5707453707536496,0.5707453707536496,1.0,0.09354566547141953,0.015,0.12172813487881981
P1-B,313.0,0.15,a218d9a,7c21395d162a445c,3c9074afffe7f400,68e737939235e8d7,313.0,40.0,ok,0.5895070416057253,0.5707453707536496,1.0,0.11959502214722632,0.019,0.10672286617492097
P1-B,313.0,0.3,a218d9a,7c21395d162a445c,3c9074afffe7f400,d124893ef0332b76,313.0,39.0,ok,0.5868651746373412,0.5707453707536496,1.0,0.1392766497461929,0.014,0.12071805702217528
P1-B,313.0,0.45,a218d9a,7c21395d162a445c,3c9074afffe7f400,fb8abe4045453d0f,313.0,36.0,ok,0.5878632337113999,0.5707453707536496,1.0,0.19289501590668082,0.061,0.07561492790500424
P1-B,313.0,0.6,a218d9a,7c21395d162a445c,3c9074afffe7f400,b014d94b63d44a41,313.0,34.0,ok,0.5619090984353009,0.5707453707536496,1.0,0.3381914893617021,0.146,0.026924712888132713
P1-B,313.0,0.75,a218d9a,7c21395d162a445c,3c9074afffe7f400,49678e3a7209cb28,313.0,35.0,ok,0.5696130106428973,0.5707453707536496,1.0,0.4418233981510998,0.116,0.026474331777683498
P1-B,313.0,0.9,a218d9a,7c21395d162a445c,3c9074afffe7f400,f70d664818f485f9,313.0,35.0,ok,0.5656492903202068,0.5707453707536496,1.0,0.5285304430985017,0.281,0.2979210861264319
P1-B,313.0,1.0,a218d9a,7c21395d162a445c,3c9074afffe7f400,ec62117920f54c48,313.0,35.0,ok,0.5863546467238826,0.5707453707536496,1.0,0.476357454043141,0.333,0.3164616037335596
P1-B,314.0,0.0,a218d9a,b234b1b8e726e149,2677c1345df3b81f,b94206ab3d71dfc2,314.0,40.0,ok,0.5801556420233464,0.5801556420233464,1.0,0.10747368421052632,0.028,0.12096161956980178
P1-B,314.0,0.15,a218d9a,b234b1b8e726e149,2677c1345df3b81f,9049bc215d67eb8d,314.0,40.0,ok,0.5947549006080342,0.5801556420233464,1.0,0.11873684210526315,0.023,0.11914803880219316
P1-B,314.0,0.3,a218d9a,b234b1b8e726e149,2677c1345df3b81f,0da4fb53a763ac24,314.0,40.0,ok,0.5970196208295389,0.5801556420233464,1.0,0.14842105263157895,0.025,0.11687051876845211
P1-B,314.0,0.45,a218d9a,b234b1b8e726e149,2677c1345df3b81f,ce4f57ef00967992,314.0,40.0,ok,0.5693168124660798,0.5801556420233464,1.0,0.18263157894736842,0.026,0.10619991564740616
P1-B,314.0,0.6,a218d9a,b234b1b8e726e149,2677c1345df3b81f,8f9042172182cf30,314.0,40.0,ok,0.5621832197293742,0.5801556420233464,1.0,0.2628421052631579,0.087,0.07739350485027414
P1-B,314.0,0.75,a218d9a,b234b1b8e726e149,2677c1345df3b81f,d41f2b2e692a3bbd,314.0,40.0,ok,0.5902171813339956,0.5801556420233464,1.0,0.42347368421052634,0.23,0.2234500210881485
P1-B,314.0,0.9,a218d9a,b234b1b8e726e149,2677c1345df3b81f,3a313306477d43ad,314.0,40.0,ok,0.592294248052175,0.5801556420233464,1.0,0.43894736842105264,0.207,0.3996625896246309
P1-B,314.0,1.0,a218d9a,b234b1b8e726e149,2677c1345df3b81f,f6a790d6d1042f5e,314.0,40.0,ok,0.5756740348262825,0.5801556420233464,1.0,0.5188421052631579,0.315,0.35428089413749475
P1-B,315.0,0.0,a218d9a,25f90fd701c774cb,4592b25ca479a137,a1486b9fcb4c0c9f,315.0,40.0,ok,0.5743668993938056,0.5743668993938056,1.0,0.09921177088807147,0.015,0.12974910394265232
P1-B,315.0,0.15,a218d9a,25f90fd701c774cb,4592b25ca479a137,c2b64162a3e5829e,315.0,40.0,ok,0.5897820827699128,0.5743668993938056,1.0,0.10761954808197582,0.017,0.12468901539110266
