beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
14.0,2,bipartite,914002,31,0.653796,continuum,644e87b,87127.0,3065.0,2420.0,2175.0,2.0409419193909155,43.0,1.5496031564673558
14.0,2,bipartite,914002,32,0.653796,continuum,644e87b,83369.0,3122.0,2383.0,2063.0,2.099292138065181,39.0,0.9930053697791088
14.0,2,bipartite,914002,33,0.653796,continuum,644e87b,85324.0,3056.0,2487.0,2119.0,2.068659995956832,38.0,1.0174214218070254
14.0,2,bipartite,914002,34,0.653796,continuum,644e87b,85807.0,3023.0,2467.0,2179.0,2.0611855711013227,40.0,0.9844394747271643
14.0,2,bipartite,914002,35,0.653796,continuum,644e87b,83958.0,3113.0,2446.0,2195.0,2.089998461158718,40.0,0.911856867818404
14.0,2,bipartite,914002,36,0.653796,continuum,644e87b,87265.0,3099.0,2472.0,2213.0,2.0388407990702273,40.0,1.1418855743175733
14.0,2,bipartite,914002,37,0.653796,continuum,644e87b,85633.0,3031.0,2412.0,2118.0,2.063874029180546,44.0,1.1630294332209452
14.0,2,bipartite,914002,38,0.653796,continuum,644e87b,84322.0,3111.0,2484.0,2148.0,2.0842831948051366,41.0,0.9040166215037004
14.0,2,bipartite,914002,39,0.653796,continuum,644e87b,81093.0,3051.0,2391.0,2250.0,2.135748923406492,37.0,0.7031476687528659
14.0,2,bipartite,914002,40,0.653796,continuum,644e87b,87320.0,3121.0,2423.0,2123.0,2.0380041915362437,43.0,1.5360426917113124
14.0,2,bipartite,914002,41,0.653796,continuum,644e87b,86330.0,3047.0,2402.0,2133.0,2.0531329375956995,40.0,1.265069276630829
14.0,2,bipartite,914002,42,0.653796,continuum,644e87b,87176.0,3067.0,2522.0,2130.0,2.0401955422334233,45.0,1.065595542334691
14.0,2,bipartite,914002,43,0.653796,continuum,644e87b,83483.0,3098.0,2424.0,2102.0,2.097488930332923,39.0,1.2163712558874522
14.0,2,bipartite,914002,44,0.653796,continuum,644e87b,85809.0,3016.0,2401.0,2135.0,2.0611546966209193,45.0,1.331694142989484
14.0,2,bipartite,914002,45,0.653796,continuum,644e87b,87692.0,3033.0,2555.0,2176.0,2.0323575330887484,42.0,0.7383952475608169
14.0,2,bipartite,914002,46,0.653796,continuum,644e87b,87024.0,3062.0,2477.0,2166.0,2.0425120114973954,43.0,1.240269888829797
14.0,2,bipartite,914002,47,0.653796,continuum,644e87b,83379.0,3108.0,2488.0,2189.0,2.0991338764300345,44.0,1.0464326488407352
