rung,seed,flat_twin,rho,n_realized,rho_hat,pool_size,rejections,complete,mean_g,mean_tau_hat,mean_m,sd_m,pairs_scored,stage,code_version
1200.0,32615800.0,True,4.337,866.0,4.245098039215686,4320.0,22.0,True,0.8428549382716052,3.2603539104286074,37.333333333333336,5.680375574437544,6.0,B12-twin,5252ee7
1200.0,32616000.0,True,4.337,899.0,4.4068627450980395,4290.0,13.0,True,0.9119290374959707,3.312233926742694,39.5,6.220932405998316,6.0,B12-twin,5252ee7
1200.0,32616200.0,True,4.337,856.0,4.196078431372549,3521.0,11.0,True,1.1140895061728393,3.049213421886346,40.166666666666664,8.109665015687558,6.0,B12-twin,5252ee7
1200.0,32616400.0,True,4.337,899.0,4.4068627450980395,4518.0,35.0,True,0.7546552733884847,3.649071275225003,43.0,14.127986409959489,6.0,B12-twin,5252ee7
1200.0,32616600.0,True,4.337,919.0,4.504901960784314,4460.0,9.0,True,0.7290189970609551,3.775721844141003,45.666666666666664,10.500793620801558,6.0,B12-twin,5252ee7
1200.0,32616800.0,True,4.337,903.0,4.426470588235294,4437.0,38.0,True,0.7866420242862552,3.3609047982831832,36.333333333333336,2.3380903889000244,6.0,B12-twin,5252ee7
1200.0,32617000.0,True,4.337,916.0,4.490196078431373,4090.0,38.0,True,0.8438888888888889,3.336970359328848,42.333333333333336,8.846845012017937,6.0,B12-twin,5252ee7
1200.0,32617200.0,True,4.337,823.0,4.034313725490196,3872.0,16.0,True,0.9466536267513068,3.1684195016628744,35.666666666666664,6.282250127674531,6.0,B12-twin,5252ee7
1200.0,32617400.0,True,4.337,898.0,4.401960784313726,4186.0,5.0,True,0.934907377908821,3.033223604401502,36.833333333333336,9.45339445208263,6.0,B12-twin,5252ee7
1200.0,32617600.0,True,4.337,888.0,4.352941176470588,3991.0,1.0,True,0.7385729967991456,3.389171947022825,35.833333333333336,13.182058514005568,6.0,B12-twin,5252ee7
1200.0,32617800.0,True,4.337,923.0,4.5245098039215685,4962.0,9.0,True,0.8020700268680065,3.3242925427940064,39.166666666666664,3.65604522218567,6.0,B12-twin,5252ee7
1200.0,32618000.0,True,4.337,836.0,4.098039215686274,3727.0,8.0,True,0.8386085390946502,3.0854716926570878,31.666666666666668,8.238122763510304,6.0,B12-twin,5252ee7
1200.0,32618200.0,True,4.337,962.0,4.715686274509804,4617.0,4.0,True,0.8226859358590128,3.2562110808285447,38.833333333333336,7.57407860182786,6.0,B12-twin,5252ee7
1200.0,32618400.0,True,4.337,907.0,4.446078431372549,3753.0,13.0,True,0.8582716049382717,3.297594147121909,40.5,9.628083921528727,6.0,B12-twin,5252ee7
1200.0,32618600.0,True,4.337,910.0,4.46078431372549,4822.0,10.0,True,1.0684328021331988,2.7899610721088535,36.0,3.9496835316262997,6.0,B12-twin,5252ee7
1200.0,32618800.0,True,4.337,909.0,4.455882352941177,4685.0,10.0,True,0.7272884417770782,3.684773772672561,40.166666666666664,10.087946603083635,6.0,B12-twin,5252ee7
1200.0,32619000.0,True,4.337,905.0,4.436274509803922,4632.0,8.0,True,0.873451646090535,2.9655169829321384,33.833333333333336,3.5449494589721118,6.0,B12-twin,5252ee7
1200.0,32619200.0,True,4.337,835.0,4.0931372549019605,4022.0,8.0,True,0.7548425755875252,3.3785752113993013,35.333333333333336,8.733078876700167,6.0,B12-twin,5252ee7
1200.0,32619400.0,True,4.337,870.0,4.264705882352941,3826.0,24.0,True,0.8285814580908376,3.1387151140315055,34.166666666666664,9.410986487434071,6.0,B12-twin,5252ee7
1200.0,32619600.0,True,4.337,865.0,4.240196078431373,3615.0,0.0,True,0.8205835327958343,3.491166943606539,39.666666666666664,2.5819888974716116,6.0,B12-twin,5252ee7
1200.0,32619800.0,True,4.337,862.0,4.2254901960784315,4611.0,4.0,True,0.8688191472895658,3.1532462802063144,35.666666666666664,8.262364471909155,6.0,B12-twin,5252ee7
1200.0,32620000.0,True,4.337,902.0,4.421568627450981,4516.0,11.0,True,0.7064127638927838,3.6990440426234845,42.166666666666664,11.600287352762718,6.0,B12-twin,5252ee7
1200.0,32620200.0,True,4.337,872.0,4.2745098039215685,4138.0,14.0,True,0.9970138888888888,3.0211094727737327,35.333333333333336,8.71014733897577,6.0,B12-twin,5252ee7
1200.0,32620400.0,True,4.337,811.0,3.9754901960784315,3134.0,6.0,True,0.8304886831275721,3.2508811919932423,34.5,12.292273996295396,6.0,B12-twin,5252ee7
1200.0,32620600.0,True,4.337,887.0,4.348039215686274,4000.0,7.0,True,0.916192549333783,3.0519736900463386,36.0,7.797435475847171,6.0,B12-twin,5252ee7
1200.0,32620800.0,True,4.337,857.0,4.200980392156863,4185.0,12.0,True,1.0225448265726047,2.8749376398966358,34.5,3.331666249791536,6.0,B12-twin,5252ee7
1200.0,32621000.0,True,4.337,929.0,4.553921568627451,4250.0,52.0,True,0.7298893626045642,3.7001197626056217,43.5,14.66628787389638,6.0,B12-twin,5252ee7
1200.0,32621200.0,True,4.337,880.0,4.313725490196078,4222.0,17.0,True,0.9210672592932694,3.2910576728554317,41.833333333333336,7.305249254246337,6.0,B12-twin,5252ee7
1200.0,32621400.0,True,4.337,867.0,4.25,3624.0,16.0,True,0.8903652263374489,3.31563931275517,40.666666666666664,6.408327915038889,6.0,B12-twin,5252ee7
1200.0,32621600.0,True,4.337,899.0,4.4068627450980395,4016.0,7.0,True,0.8146647450940381,3.3122339267426946,36.5,7.176350047203662,6.0,B12-twin,5252ee7
1200.0,32621800.0,True,4.337,855.0,4.1911764705882355,3820.0,6.0,True,0.9805406336088155,3.050996066541332,37.333333333333336,4.760952285695233,6.0,B12-twin,5252ee7
1200.0,32622000.0,True,4.337,871.0,4.269607843137255,4307.0,14.0,True,0.9114274691358024,3.1369128083336393,37.833333333333336,3.8166302763912916,6.0,B12-twin,5252ee7
1200.0,32622200.0,True,4.337,842.0,4.127450980392157,3660.0,4.0,True,1.0879339884101789,2.7844154002483434,33.5,5.75325994545701,6.0,B12-twin,5252ee7
1200.0,32622400.0,True,4.337,871.0,4.269607843137255,3469.0,11.0,True,0.7709578741965105,3.479121478333673,39.333333333333336,7.393691004272944,6.0,B12-twin,5252ee7
1200.0,32622600.0,True,4.337,882.0,4.323529411764706,4419.0,12.0,True,0.863595806550352,3.0606121836612217,34.333333333333336,6.562519841239847,6.0,B12-twin,5252ee7
1200.0,32622800.0,True,4.337,882.0,4.323529411764706,3959.0,10.0,True,0.8340490766248342,3.2306461938646223,35.833333333333336,3.868677637987774,6.0,B12-twin,5252ee7
1200.0,32623000.0,True,4.337,895.0,4.387254901960785,4096.0,8.0,True,0.9757910387107579,3.038302966493156,37.0,6.6332495807108,6.0,B12-twin,5252ee7
1200.0,32623200.0,True,4.337,848.0,4.1568627450980395,4012.0,8.0,True,0.8027964833520387,3.4103811642592956,36.333333333333336,8.382521498133285,6.0,B12-twin,5252ee7
1200.0,32623400.0,True,4.337,822.0,4.029411764705882,3960.0,7.0,True,1.0108462983959015,2.818085491857204,32.166666666666664,7.332575718440736,6.0,B12-twin,5252ee7
1200.0,32623600.0,True,4.337,897.0,4.397058823529412,4565.0,8.0,True,0.8902441840933903,3.2035202209475853,39.333333333333336,8.66410218468519,6.0,B12-twin,5252ee7
1200.0,32623800.0,True,4.337,893.0,4.377450980392157,3804.0,8.0,True,0.9015711619562629,3.2670147828925824,41.5,10.329569206893384,6.0,B12-twin,5252ee7
1200.0,32624000.0,True,4.337,917.0,4.495098039215686,4035.0,24.0,True,0.9653290606366004,2.946049483781111,37.333333333333336,7.447594690010102,6.0,B12-twin,5252ee7
