n,sample_index,chain_seed,old_score_seed,clean_score_seed,code_version,status,truth,restricted_old,eligible_old,mix_matched_old,restricted_clean,eligible_clean,mix_matched_clean,delta_restricted,delta_mix_matched
600.0,13.0,40013.0,40022.0,41013.0,b5b0af5,ok,0.12791612057667104,0.05721518987341772,19750.0,0.039957064690059274,0.05891269199676637,19792.0,0.04141671774581571,0.0016975021233486473,0.0014596530557564324
600.0,14.0,40014.0,40023.0,41014.0,b5b0af5,ok,0.18960324734843526,0.09807791719535693,21279.0,0.08064971539967418,0.09751506024096386,21248.0,0.07932542349135976,-0.000562856954393065,-0.001324291908314415
600.0,15.0,40015.0,40024.0,41015.0,b5b0af5,ok,0.11526847840357096,0.015122773738012435,18978.0,0.009160454226867887,0.01337827873169704,18986.0,0.008297451206313502,-0.0017444950063153948,-0.0008630030205543857
600.0,16.0,40016.0,40025.0,41016.0,b5b0af5,ok,0.20681937862032648,0.11493593421304264,20916.0,0.09152818392133812,0.11350554207697065,21021.0,0.09060890486111083,-0.0014303921360719896,-0.0009192790602272904
600.0,17.0,40017.0,40026.0,41017.0,b5b0af5,ok,0.17865094957432875,0.08820221972326799,20453.0,0.06662566703588528,0.08516173366710843,20373.0,0.06414546343279424,-0.003040486056159558,-0.0024802036030910357
600.0,18.0,40018.0,40027.0,41018.0,b5b0af5,ok,0.1180107880542034,0.023924649944595547,19854.0,0.016468760689904556,0.02296356111840113,19814.0,0.015852560148794156,-0.0009610888261944173,-0.0006162005411104003
600.0,19.0,40019.0,40028.0,41019.0,b5b0af5,ok,0.12718663685387346,0.045685509481898194,22042.0,0.04088635398218662,0.044799710969606645,22143.0,0.03947477349659582,-0.0008857985122915496,-0.0014115804855907993
900.0,0.0,40020.0,40029.0,41020.0,b5b0af5,ok,0.13662486938349008,0.03967865190555501,20414.0,0.02821246918997982,0.03825055596738325,20235.0,0.027430923328345878,-0.0014280959381717598,-0.0007815458616339428
900.0,1.0,40021.0,40030.0,41021.0,b5b0af5,ok,0.12587045066351332,0.028785261945883708,20844.0,0.0219909636166575,0.029058597502401536,20820.0,0.021867502097320402,0.0002733355565178279,-0.00012346151933709942
900.0,2.0,40022.0,40031.0,41022.0,b5b0af5,ok,0.10368723849372385,0.005112764869624496,17603.0,0.0028776058319478193,0.004684911158087185,17503.0,0.002580239144115796,-0.00042785371153731145,-0.0002973666878320234
900.0,3.0,40023.0,40032.0,41023.0,b5b0af5,ok,0.20686043466876144,0.12959647431483268,21783.0,0.11308502169516448,0.12525104984480556,21908.0,0.11043378946735255,-0.004345424470027115,-0.0026512322278119255
900.0,4.0,40024.0,40033.0,41024.0,b5b0af5,ok,0.1545957334737951,0.060499224368918345,21273.0,0.04938964129075315,0.05888420065635255,21330.0,0.048416823882110514,-0.0016150237125657912,-0.0009728174086426344
900.0,5.0,40025.0,40034.0,41025.0,b5b0af5,ok,0.13683655998946398,0.047880690737833596,20384.0,0.03566038042523026,0.04908065702378034,20395.0,0.03617177985044462,0.0011999662859467422,0.0005113994252143594
900.0,6.0,40026.0,40035.0,41026.0,b5b0af5,ok,0.1284850078905839,0.032390669109999506,20191.0,0.023201342453251804,0.03519249753208292,20260.0,0.025304642602652132,0.002801828422083416,0.002103300149400328
900.0,7.0,40027.0,40036.0,41027.0,b5b0af5,ok,0.12140616832200732,0.026582217743870255,20841.0,0.020568467354486336,0.026869766781777757,21139.0,0.020702450160418825,0.0002875490379075016,0.00013398280593248865
900.0,8.0,40028.0,40037.0,41028.0,b5b0af5,ok,0.13572933122696157,0.04606042654028436,20256.0,0.035268842658035184,0.047927910085656285,20197.0,0.036866003676739374,0.0018674835453719243,0.0015971610187041907
900.0,9.0,40029.0,40038.0,41029.0,b5b0af5,ok,0.11050963823607077,0.023202411137157347,20903.0,0.017978961330806557,0.02374808868501529,20928.0,0.01808953816520744,0.0005456775478579444,0.00011057683440088284
900.0,10.0,40030.0,40039.0,41030.0,b5b0af5,ok,0.18008418837148119,0.11267991775188485,21885.0,0.09915220845782391,0.11298319713524929,21782.0,0.0991423377805699,0.00030327938336444094,-9.870677254011917e-06
900.0,11.0,40031.0,40040.0,41031.0,b5b0af5,ok,0.09894736842105263,0.010519327988561507,19583.0,0.006760405228103954,0.011681056373793804,19690.0,0.007469336922875858,0.0011617283852322965,0.0007089316947719044
900.0,12.0,40032.0,40041.0,41032.0,b5b0af5,ok,0.11146079202727512,0.01907782616928612,21124.0,0.015289675616705717,0.020785659801678107,20976.0,0.01660286767556972,0.0017078336323919883,0.0013131920588640017
900.0,13.0,40033.0,40042.0,41033.0,b5b0af5,ok,0.1705487564153178,0.08147137682863728,21259.0,0.06921048695695406,0.08065804935370152,21275.0,0.06998158466966868,-0.00081332747493576,0.0007710977127146218
900.0,14.0,40034.0,40043.0,41034.0,b5b0af5,ok,0.1391772900512551,0.04530338811508988,20749.0,0.03385252291413965,0.04709727028066128,20808.0,0.03503752084952305,0.0017938821655714005,0.0011849979353834028
900.0,15.0,40035.0,40044.0,41035.0,b5b0af5,ok,0.14098188500918876,0.049265842349304485,20704.0,0.035997126765490495,0.04745630309540084,20482.0,0.03434180639999184,-0.001809539253903647,-0.001655320365498654
900.0,16.0,40036.0,40045.0,41036.0,b5b0af5,ok,0.21964708980774295,0.14668353896446273,18966.0,0.1134940946892125,0.14492296366409002,19017.0,0.11275317410403726,-0.0017605753003727131,-0.0007409205851752337
900.0,17.0,40037.0,40046.0,41037.0,b5b0af5,ok,0.12009450059062869,0.03913343599001752,18833.0,0.0248938785567397,0.03752583876609954,18867.0,0.024014878625836896,-0.0016075972239179837,-0.0008789999309028046
900.0,18.0,40038.0,40047.0,41038.0,b5b0af5,ok,0.24904667981591058,0.17152864910079466,19128.0,0.11721331272910689,0.17323330360421804,19061.0,0.11763503984823845,0.0017046545034233862,0.00042172711913156247
900.0,19.0,40039.0,40048.0,41039.0,b5b0af5,ok,0.1560655737704918,0.07393014110571362,21615.0,0.06271885191142283,0.07300212001106093,21698.0,0.061994345510995995,-0.0009280210946526896,-0.0007245064004268373
1200.0,0.0,40040.0,40049.0,41040.0,b5b0af5,ok,0.18286763741309195,0.09689169499757164,20590.0,0.07444825046102288,0.09410734270838401,20551.0,0.07225418285434064,-0.002784352289187622,-0.00219406760668224
1200.0,1.0,40041.0,40050.0,41041.0,b5b0af5,ok,0.1573903911787871,0.08662382683689862,23654.0,0.0920725599325222,0.08562155698851262,23417.0,0.09163507452635876,-0.0010022698483860004,-0.00043748540616343756
1200.0,2.0,40042.0,40051.0,41042.0,b5b0af5,ok,0.17058823529411765,0.09333596994265375,20228.0,0.07239381235502634,0.0914735504057886,20454.0,0.0702619031714878,-0.0018624195368651536,-0.0021319091835385467
1200.0,3.0,40043.0,40052.0,41043.0,b5b0af5,ok,0.1648768988999476,0.08526470448836437,21099.0,0.07047562398952334,0.08433446608912076,20893.0,0.06928836837596505,-0.0009302383992436103,-0.0011872556135582857
1200.0,4.0,40044.0,40053.0,41044.0,b5b0af5,ok,0.17719690003940627,0.08946851773944749,21393.0,0.07625916830196405,0.08254379072884412,21637.0,0.07190708757399823,-0.006924727010603371,-0.004352080727965821
1200.0,5.0,40045.0,40054.0,41045.0,b5b0af5,ok,0.17820091923834538,0.0934331469724249,21106.0,0.07548284165626021,0.09148593616819775,21118.0,0.07491369611980873,-0.001947210804227148,-0.0005691455364514736
1200.0,6.0,40046.0,40055.0,41046.0,b5b0af5,ok,0.16344142259414227,0.0882864731202491,21838.0,0.07747915567824819,0.08691248906688763,21723.0,0.07707873422531375,-0.0013739840533614767,-0.000400421452934438
1200.0,7.0,40047.0,40056.0,41047.0,b5b0af5,ok,0.1347360167276529,0.04629715882626921,21470.0,0.03786248898845745,0.04691208637780984,21487.0,0.03851152889954255,0.0006149275515406269,0.0006490399110851003
1200.0,8.0,40048.0,40057.0,41048.0,b5b0af5,ok,0.13138207113794462,0.02021416083916084,18304.0,0.012430083697328157,0.021546748749519045,18193.0,0.013347797103605995,0.0013325879103582051,0.0009177134062778383
1200.0,9.0,40049.0,40058.0,41049.0,b5b0af5,ok,0.14950339780449556,0.0524764435854071,20695.0,0.039143445356692216,0.0515712357817621,20748.0,0.03855848686281296,-0.0009052078036450029,-0.0005849584938792535
1200.0,10.0,40050.0,40059.0,41050.0,b5b0af5,ok,0.20168067226890757,0.1204169164783471,21683.0,0.10130380150539306,0.1216680598123897,21534.0,0.10118324307562772,0.0012511433340426092,-0.00012055842976534115
1200.0,11.0,40051.0,40060.0,41051.0,b5b0af5,ok,0.24209150326797385,0.17952883834281072,22158.0,0.16750764114380892,0.17582318448353632,22170.0,0.164153196561853,-0.003705653859274405,-0.003354444581955912
1200.0,12.0,40052.0,40061.0,41052.0,b5b0af5,ok,0.15586621374444734,0.06968003084040092,20752.0,0.05356836047980043,0.07129763627592861,20730.0,0.05482893142973674,0.0016176054355276914,0.0012605709499363058
1200.0,13.0,40053.0,40062.0,41053.0,b5b0af5,ok,0.16249180327868853,0.08333719153664522,21599.0,0.07015744167766146,0.08408478200241704,21514.0,0.07082557659664061,0.0007475904657718163,0.0006681349189791574
1200.0,14.0,40054.0,40063.0,41054.0,b5b0af5,ok,0.2465825446898002,0.16895982388552558,21804.0,0.1493406103275616,0.1694612424409016,21828.0,0.15003013249174527,0.0005014185553760264,0.0006895221641836646
1200.0,15.0,40055.0,40064.0,41055.0,b5b0af5,ok,0.22331756046267087,0.14776459854014598,21920.0,0.1314800284857089,0.15000228801537546,21853.0,0.13316203708537938,0.002237689475229482,0.0016820085996704925
1200.0,16.0,40056.0,40065.0,41056.0,b5b0af5,ok,0.16994492525570418,0.08899660688317984,20630.0,0.06896858784215862,0.08950542822677925,20725.0,0.07077783384397668,0.0005088213435994055,0.00180924600181806
1200.0,17.0,40057.0,40066.0,41057.0,b5b0af5,ok,0.23268879017507185,0.14120415767797606,20396.0,0.11755184671713917,0.1420092220151084,20386.0,0.12016832903661172,0.000805064337132344,0.002616482319472549
1200.0,18.0,40058.0,40067.0,41058.0,b5b0af5,ok,0.1416404612159329,0.04375651138562286,20157.0,0.03145755937464688,0.04200387269748275,20141.0,0.030370821769359797,-0.0017526386881401082,-0.0010867376052870817
1200.0,19.0,40059.0,40068.0,41059.0,b5b0af5,ok,0.18426203836617513,0.09935536221430825,22183.0,0.08943368979500985,0.09961651251973833,22165.0,0.08925405480371953,0.0002611503054300718,-0.00017963499129031169
